Loan_ID,Borrower_Name,Loan_Amount,Interest_Rate,Loan_Term,Credit_Score,Employment_Status,Annual_Income,Property_Value,Loan_Purpose,Monthly_Payment,Loan_Status,Down_Payment,Property_Type,Loan_to_Value,Origination_Date,Approval_Date
2285,Victoria Morales,276313,3.38,15,723,Unemployed,57683,424820,Purchase,2148.31,Pending,17405,Single-Family,78.64,09-04-2022,07-01-2023
2286,Aaron Evans,101675,3.88,30,688,Unemployed,108042,770941,Home Improvement,2692.71,Rejected,49310,Single-Family,75.88,30-05-2023,08-02-2023
2287,Diane Coleman,357329,4.91,30,776,Employed,80934,504073,Home Improvement,829.66,Rejected,16482,Condo,91.75,21-10-2023,11-01-2023
2288,Robert Gibson,167827,4.05,20,799,Self-Employed,93868,369476,Refinance,600.53,Rejected,29740,Condo,86.03,01-12-2022,08-01-2023
2289,Timothy Guerrero,379697,4.14,30,665,Employed,74586,136785,Home Improvement,1038.4,Rejected,46495,Single-Family,72.01,24-11-2022,28-10-2023
2290,Ashley Gonzalez,307358,3.12,30,642,Unemployed,41664,442438,Purchase,2423.66,Rejected,36607,Condo,76.98,01-11-2022,20-02-2023
2291,Mrs. Julie Thompson,450628,4.6,20,628,Employed,51035,647783,Purchase,2118.15,Pending,25219,Single-Family,87.45,05-07-2023,24-09-2023
2292,Deanna Webb,464333,3.81,20,678,Employed,104117,462370,Purchase,1337.03,Approved,28174,Single-Family,88.83,11-11-2022,11-08-2023
2293,Luis Oliver,488411,3.8,15,610,Self-Employed,86222,719654,Home Improvement,2553.5,Approved,30263,Condo,77.23,29-01-2022,16-06-2023
2294,John Smith,356761,3.92,15,761,Employed,107072,758232,Purchase,1084.43,Approved,12796,Townhouse,84.62,25-12-2022,04-04-2023
2295,Angela Fowler,116614,4.99,30,685,Employed,116902,653259,Purchase,2776.73,Approved,10432,Single-Family,79.39,04-07-2022,14-04-2023
2296,Alicia Parker,420402,4.36,15,651,Unemployed,64339,776005,Purchase,1682.03,Rejected,36767,Condo,73.11,24-02-2022,07-10-2023
2297,Tamara Dunn,366043,3.87,20,778,Employed,91224,626514,Purchase,660.48,Rejected,32244,Condo,91.31,12-01-2023,30-07-2023
2298,April Bowman,260916,3.7,15,773,Self-Employed,102857,128298,Refinance,1200.8,Approved,45454,Single-Family,77.36,03-02-2023,19-10-2023
2299,Theresa Roberts,155826,4.47,15,723,Self-Employed,82686,200287,Refinance,1013.67,Rejected,31864,Single-Family,77.89,14-10-2022,29-03-2023
2300,April Campbell,231179,3.97,20,762,Employed,92166,772162,Purchase,1986.46,Approved,45793,Condo,76.43,24-08-2023,13-10-2023
2301,Thomas Brown,335264,4.18,30,619,Self-Employed,62509,748594,Refinance,1102.22,Approved,16056,Townhouse,74.66,27-11-2021,02-05-2023
2302,Beth James,419159,3.05,20,674,Employed,92703,767512,Purchase,1347.71,Pending,41908,Single-Family,93.78,11-04-2023,19-10-2023
2303,Karen Chapman,392716,4.54,15,613,Employed,104386,208753,Refinance,1483.46,Rejected,16556,Condo,86.21,01-09-2022,08-10-2023
2304,Mckenzie Sweeney,149163,3.52,15,752,Unemployed,47718,675042,Refinance,2531.61,Pending,44304,Condo,80.94,05-11-2021,11-05-2023
2305,Amanda Orozco,184365,3.76,30,697,Unemployed,47551,106980,Home Improvement,2579.68,Approved,40440,Townhouse,74.36,17-09-2022,18-03-2023
2306,Jenna Williams,467791,4.53,15,636,Self-Employed,47195,243293,Refinance,2156.52,Approved,34937,Single-Family,83,07-12-2021,19-04-2023
2307,Leah Brennan,166382,4.88,15,741,Self-Employed,35989,550295,Refinance,548.85,Approved,40530,Condo,79.67,11-09-2023,15-04-2023
2308,Tonya Alvarez,186958,4.02,30,672,Unemployed,41668,365726,Purchase,1707.42,Approved,15212,Single-Family,87.67,10-06-2023,22-02-2023
2309,James Melton,159631,4.83,20,661,Self-Employed,105276,749704,Home Improvement,1721.49,Pending,21583,Condo,91.2,20-08-2022,08-01-2023
2310,Amanda Robbins,283444,4.21,30,746,Employed,36034,348585,Purchase,1258.37,Approved,21431,Condo,75.21,23-10-2022,02-09-2023
2311,Juan Myers,327134,4.62,15,704,Self-Employed,88282,677586,Home Improvement,2561.15,Pending,10531,Condo,72.72,09-10-2023,27-06-2023
2312,Albert Carlson,254130,3.07,30,719,Employed,118552,501216,Refinance,1778.6,Rejected,42789,Single-Family,94.79,14-12-2021,28-03-2023
2313,Kelly Hudson,182075,3.47,30,753,Self-Employed,113419,382039,Home Improvement,1632.86,Rejected,16188,Condo,74.52,14-05-2022,03-10-2023
2314,Tammy Rodriguez,350104,3.42,15,624,Unemployed,79968,160251,Refinance,2794.36,Rejected,48844,Single-Family,70.95,23-08-2022,07-06-2023
2315,Christina Watson,375792,3.07,30,659,Employed,78907,788679,Home Improvement,2509.88,Pending,24401,Condo,87.41,03-11-2022,11-08-2023
2316,Kevin Turner,308749,4.06,30,761,Unemployed,71964,478416,Home Improvement,688.51,Pending,14836,Condo,85.99,23-08-2023,28-08-2023
2317,Joshua Young,285958,3.39,20,775,Employed,86083,703751,Refinance,1338.65,Pending,49228,Condo,88.13,23-07-2022,08-04-2023
2318,Austin Harding,230805,3.53,30,604,Unemployed,108227,618464,Refinance,2356.02,Pending,38412,Condo,92.47,29-12-2022,28-02-2023
2319,Joseph Rice,491221,4.31,30,752,Unemployed,53951,615604,Refinance,1948.74,Approved,19732,Single-Family,92.93,13-09-2023,11-09-2023
2320,John Mathis,403813,3.14,30,645,Unemployed,52077,319523,Refinance,1914.61,Rejected,30691,Townhouse,71.82,14-11-2021,11-09-2023
2321,Andrew Collins,277960,4.87,30,795,Self-Employed,83928,705089,Home Improvement,1985.13,Rejected,20176,Single-Family,82.98,22-12-2022,08-11-2022
2322,Jason Thornton DDS,439890,3.18,15,637,Self-Employed,92581,295234,Refinance,1214.45,Pending,17045,Single-Family,81.42,04-12-2021,15-12-2022
2323,Natalie Clark,290362,4.12,30,628,Self-Employed,119952,576940,Purchase,792.66,Pending,26171,Townhouse,74.93,23-04-2023,04-10-2023
2324,Joe Ferguson,486545,4.93,30,719,Employed,32363,795144,Purchase,510.4,Approved,21610,Condo,75.84,09-02-2023,10-01-2023
2325,Steven Myers,182993,3.1,30,726,Unemployed,59126,261274,Refinance,2476.88,Approved,43460,Condo,84.04,29-01-2023,14-02-2023
2326,Holly Gardner,250294,4.08,20,677,Employed,107374,536210,Refinance,2827.62,Pending,11529,Single-Family,74.56,23-07-2022,12-09-2023
2327,Michael James,404500,4.43,30,707,Unemployed,57201,481302,Purchase,1325.54,Rejected,49129,Condo,78.65,23-04-2023,05-09-2023
2328,Sarah Gibson MD,431080,3.96,20,752,Employed,72075,552427,Home Improvement,1603.48,Pending,37631,Single-Family,77.41,26-02-2022,15-11-2022
2329,Charles Mullins,184710,4.68,30,764,Unemployed,55208,478478,Purchase,522.24,Pending,42481,Condo,75.15,02-06-2023,11-09-2023
2330,Richard Pace,162694,3.92,15,729,Self-Employed,107550,449444,Purchase,877.96,Approved,30393,Townhouse,81.95,13-08-2023,24-02-2023
2331,Dustin Miller,467158,3.93,15,712,Unemployed,108631,724039,Home Improvement,601,Pending,24459,Townhouse,91.3,18-02-2023,25-09-2023
2332,Hunter Navarro,195174,4.86,20,715,Self-Employed,83381,532592,Refinance,1175.36,Approved,10990,Townhouse,85.67,30-03-2023,22-11-2022
2333,Joseph Butler,293917,4.88,15,728,Unemployed,92297,484461,Refinance,879.3,Rejected,39472,Condo,72.81,19-01-2023,28-09-2023
2334,Amy Cowan,324020,4.54,15,684,Unemployed,84002,315760,Home Improvement,1570.54,Pending,45536,Townhouse,77.52,01-03-2023,24-03-2023
2335,Isaac Hayes,195418,3.78,20,639,Employed,31167,633787,Home Improvement,1288.82,Rejected,33298,Townhouse,82.44,26-03-2023,06-04-2023
2336,Christopher Rodriguez,447637,4.03,15,719,Self-Employed,95595,714138,Purchase,2222.42,Pending,48763,Condo,91.69,20-07-2022,07-06-2023
2337,Edward Dennis,125120,3.25,30,691,Unemployed,44231,193423,Purchase,1006.59,Approved,19583,Townhouse,94.42,31-12-2022,03-09-2023
2338,Joel Jordan,316511,4.76,20,617,Employed,39594,691376,Home Improvement,2328.86,Pending,30210,Single-Family,78.67,26-02-2023,28-02-2023
2339,Carolyn Welch,276575,4.91,15,762,Self-Employed,101794,622354,Home Improvement,1556.05,Approved,16820,Townhouse,78.38,30-11-2021,26-12-2022
2340,Robert Cochran,166192,3.76,15,673,Self-Employed,80124,497064,Home Improvement,1206.75,Pending,37929,Townhouse,79.88,03-07-2022,01-12-2022
2341,Sherry Wu,423740,3.75,20,774,Employed,104931,574360,Purchase,2289.15,Pending,49829,Townhouse,82.18,11-08-2022,01-09-2023
2342,Keith Dixon,169079,3.61,20,752,Unemployed,118260,497393,Purchase,528.38,Rejected,15551,Condo,82.71,04-01-2022,19-07-2023
2343,Katherine Daugherty,440962,4.75,15,633,Unemployed,118389,160092,Home Improvement,2913.39,Rejected,30921,Townhouse,70.65,10-03-2022,17-10-2023
2344,Lisa Fitzgerald,235429,3.11,15,617,Self-Employed,80102,608026,Home Improvement,1339.56,Rejected,19006,Single-Family,84.42,06-03-2023,03-10-2023
2345,Patricia Porter,423279,4.7,30,719,Employed,69958,347429,Purchase,698.38,Rejected,17033,Condo,86.81,13-06-2023,30-07-2023
2346,Mr. Kevin Hurley,446207,4.54,30,628,Unemployed,66434,644028,Purchase,1465.3,Approved,37244,Condo,73.05,27-06-2022,02-10-2023
2347,Isabel Rodriguez,429743,3.07,20,782,Self-Employed,32796,454640,Purchase,2528.93,Rejected,37876,Single-Family,85.33,05-09-2022,30-08-2023
2348,April Day,188233,3.65,15,744,Unemployed,118402,532053,Home Improvement,2295.07,Rejected,15801,Condo,84.13,07-12-2021,02-02-2023
2349,John Riley,322897,3.83,15,632,Employed,74068,647787,Refinance,1832.1,Pending,41015,Single-Family,88.72,13-05-2022,17-08-2023
2350,Allen Ramirez,265054,4.81,15,642,Unemployed,82745,612148,Home Improvement,1426.04,Pending,31892,Single-Family,86.8,16-03-2022,21-02-2023
2351,Mark Pearson,433019,4.85,15,601,Self-Employed,103745,614701,Purchase,1197.93,Pending,30702,Condo,76.92,15-07-2022,15-03-2023
2352,Paul Reyes,221344,4.18,30,704,Employed,42923,619692,Home Improvement,1751.01,Pending,42455,Townhouse,90.85,08-08-2022,28-07-2023
2353,Cindy Jarvis,103677,3.41,15,734,Unemployed,92902,448937,Refinance,1061.99,Approved,25753,Condo,78.95,16-06-2022,08-08-2023
2354,Gregory Long,257485,4.29,20,678,Unemployed,76698,479667,Home Improvement,2641.43,Rejected,31739,Townhouse,80.41,05-05-2023,30-09-2023
2355,Stacey Cohen,211962,3.43,20,724,Self-Employed,83744,675798,Refinance,2483.66,Approved,36913,Single-Family,91.73,03-02-2023,12-07-2023
2356,Mr. Adam Garcia IV,133260,3.74,15,767,Employed,102577,492345,Refinance,1806.12,Pending,13838,Townhouse,85.96,15-01-2023,03-09-2023
2357,Dr. Erin Riley,224615,4.94,30,747,Employed,82931,191664,Purchase,864.11,Approved,20875,Single-Family,80.88,11-04-2023,23-05-2023
2358,Christopher Ford,322303,3.51,20,688,Self-Employed,54495,719772,Refinance,989.99,Approved,44905,Single-Family,93.53,11-02-2022,27-01-2023
2359,Angela Castro,430432,4.2,15,733,Employed,83291,301742,Refinance,2666.53,Rejected,18829,Townhouse,77.88,06-10-2023,28-09-2023
2360,Darren Bauer MD,219622,3.84,30,657,Unemployed,52231,474893,Refinance,990.64,Rejected,33604,Townhouse,71.4,16-01-2023,22-08-2023
2361,Tonya Horne,425571,3.54,15,667,Unemployed,104824,288164,Refinance,563.22,Rejected,34180,Single-Family,80.12,17-01-2023,03-05-2023
2362,Tammie Leach,444747,4.02,15,657,Self-Employed,90984,174984,Purchase,896.75,Rejected,44967,Townhouse,74.53,05-02-2023,10-08-2023
2363,Lauren Francis,138200,3.42,15,642,Employed,49741,103320,Purchase,2168.34,Rejected,10191,Condo,89.71,14-05-2022,14-09-2023
2364,Meghan Payne,255867,4.21,20,600,Employed,93784,797338,Purchase,2742.06,Approved,48051,Condo,76.53,14-09-2022,28-08-2023
2365,Richard Johnson,102596,3.79,15,613,Unemployed,102563,667027,Home Improvement,893.31,Rejected,15703,Townhouse,93.1,06-06-2023,07-06-2023
2366,Jennifer Higgins,438825,3.39,30,688,Self-Employed,32931,667369,Home Improvement,1297.31,Approved,35616,Townhouse,90.25,20-01-2023,24-07-2023
2367,Julie Savage,355696,3.72,15,701,Self-Employed,73053,191820,Home Improvement,1271.41,Pending,28980,Townhouse,79.99,24-11-2022,08-09-2023
2368,Ashley Dickerson,235394,3.41,15,620,Unemployed,50217,799558,Purchase,2151.24,Rejected,26036,Townhouse,88.36,10-03-2022,11-02-2023
2369,Walter Kramer DDS,174588,3.42,30,738,Self-Employed,44259,722104,Refinance,1614.08,Pending,33492,Condo,86.39,10-02-2023,27-12-2022
2370,Jeffrey Graham,215092,3.11,15,703,Self-Employed,92205,113459,Purchase,2596.4,Rejected,38507,Townhouse,80.9,26-01-2022,31-12-2022
2371,Cynthia Flores,239177,3.75,15,675,Employed,106757,750079,Purchase,2880.8,Approved,43796,Condo,72.84,12-07-2022,08-03-2023
2372,Alexander Martin,233407,4.29,20,759,Unemployed,75559,300295,Purchase,878.96,Rejected,24368,Townhouse,84.39,15-08-2022,02-04-2023
2373,Michael Richmond,369222,4.64,15,793,Employed,76761,788695,Purchase,2397.05,Pending,12859,Single-Family,92.95,30-06-2023,08-04-2023
2374,Erica Davis,146111,4.22,15,798,Employed,108210,537641,Home Improvement,2159.16,Rejected,23923,Townhouse,89.71,14-09-2023,24-06-2023
2375,Megan Gilbert,477237,3.93,30,603,Self-Employed,69330,664918,Refinance,859.05,Approved,39622,Single-Family,87.64,03-01-2023,19-09-2023
2376,Eric Freeman,299613,3.98,20,666,Self-Employed,33513,573499,Purchase,1069.78,Pending,46388,Condo,93.18,25-11-2022,01-04-2023
2377,Alison Fox,180951,4.16,20,782,Unemployed,77594,766832,Purchase,1392.31,Approved,34612,Condo,93.69,20-04-2023,06-12-2022
2378,Chelsea Wilson,244506,4.54,15,641,Self-Employed,116348,750623,Purchase,599.93,Rejected,38976,Townhouse,80.35,27-08-2023,21-08-2023
2379,Steven French,375799,3.73,30,637,Unemployed,59508,595493,Refinance,2352.03,Approved,41819,Townhouse,85.87,15-09-2022,19-03-2023
2380,Kayla Crosby,432366,4.82,20,789,Employed,62666,759232,Refinance,2181.75,Rejected,29577,Townhouse,79.8,08-06-2023,14-12-2022
2381,Peter Klein,193057,3.85,20,722,Employed,36668,543303,Purchase,2333.88,Approved,26409,Single-Family,88.48,24-08-2023,14-05-2023
2382,Luke Harrison,369381,4.54,20,611,Unemployed,101028,292767,Home Improvement,1355.74,Rejected,43544,Townhouse,85.23,16-10-2022,17-11-2022
2383,Matthew Simon,204580,4.68,30,613,Self-Employed,92336,600197,Home Improvement,2356.79,Approved,11306,Single-Family,86.27,08-10-2022,01-02-2023
2384,Nicholas Stone MD,390969,4.87,15,705,Unemployed,58412,334687,Purchase,2637.15,Rejected,35724,Single-Family,71.29,13-02-2023,14-12-2022
2385,Justin Andrews,445978,4.24,15,605,Self-Employed,110105,149317,Purchase,1800.31,Approved,36920,Single-Family,72.41,03-07-2022,31-08-2023
2386,Mr. Anthony Hendrix,130650,4.2,20,696,Employed,43190,753795,Purchase,2156.82,Rejected,25071,Single-Family,81.25,08-04-2023,16-11-2022
2387,Frank Jimenez,218834,4.24,30,602,Unemployed,90676,561815,Refinance,956.03,Approved,23325,Single-Family,71.66,08-01-2022,03-05-2023
2388,Brittany Graham,137511,3.08,20,633,Self-Employed,81348,129857,Purchase,2317.78,Rejected,45393,Single-Family,89.42,02-07-2023,26-03-2023
2389,Antonio Hudson,310591,3.84,20,799,Employed,50874,657142,Refinance,2313,Rejected,32557,Single-Family,80.63,19-11-2022,12-03-2023
2390,Erin Smith,220162,3.65,15,789,Self-Employed,63734,141065,Home Improvement,2441.45,Rejected,35810,Condo,78.44,17-08-2023,30-12-2022
2391,Erin Salinas,199073,4.8,15,779,Self-Employed,109238,235131,Purchase,2798.76,Pending,25033,Single-Family,90.76,13-02-2023,25-04-2023
2392,Shawna Sandoval,433973,3.36,20,712,Employed,75709,568663,Purchase,651.13,Rejected,31595,Townhouse,76.22,06-01-2022,19-06-2023
2393,Lisa Gutierrez,100201,4.29,30,729,Unemployed,97311,502741,Refinance,1436.42,Rejected,15848,Condo,71.33,27-05-2022,03-05-2023
2394,Jose King,204864,4.26,15,685,Self-Employed,108887,639689,Home Improvement,725.99,Approved,13826,Townhouse,88.56,10-03-2023,08-06-2023
2395,David Erickson,451021,3.93,15,657,Self-Employed,46111,722513,Home Improvement,1596.14,Approved,24333,Single-Family,75.32,11-01-2022,08-05-2023
2396,Dale Myers,155260,3.67,15,619,Unemployed,82623,367628,Home Improvement,1775.47,Approved,12137,Single-Family,89.1,02-10-2023,10-02-2023
2397,Ernest Castaneda,213294,4.9,30,799,Unemployed,102647,320265,Home Improvement,1719.92,Rejected,34347,Single-Family,93.43,19-07-2022,12-10-2023
2398,John Mendoza,455374,4.91,30,670,Employed,37218,520974,Home Improvement,1902.46,Pending,29738,Single-Family,77.79,13-01-2023,27-10-2023
2399,Emily Hayes,300452,3.14,20,627,Employed,37089,175416,Home Improvement,1164.69,Approved,10850,Single-Family,83.75,15-12-2022,20-01-2023
2400,Manuel Herman,402094,3.3,15,672,Employed,76007,762002,Home Improvement,2195.68,Rejected,34951,Townhouse,79.15,25-09-2022,23-10-2023
2401,Sarah Sosa,357902,4.43,20,670,Self-Employed,97156,152097,Home Improvement,1039.73,Approved,38899,Single-Family,94.69,15-12-2021,15-11-2022
2402,Adrian Haley,149252,3.09,15,770,Unemployed,34448,646995,Refinance,2498.93,Pending,24546,Single-Family,73.68,20-06-2022,10-07-2023
2403,Jennifer Brown,442156,3.83,20,606,Self-Employed,106807,225490,Home Improvement,2590.84,Approved,36534,Single-Family,71.71,01-11-2022,03-11-2022
2404,Shawn Castro,410646,4.19,20,685,Employed,55927,200479,Home Improvement,581.13,Rejected,14659,Townhouse,78.44,30-09-2022,16-03-2023
2405,Eric Gross,241292,3.83,30,796,Unemployed,34047,162899,Refinance,2263.12,Pending,22459,Townhouse,82.76,16-09-2023,19-11-2022
2406,Kari Parks,222325,3.83,30,798,Self-Employed,107288,192393,Home Improvement,2320.65,Rejected,46130,Townhouse,80.13,28-05-2023,08-07-2023
2407,Miguel Blair,455142,3.42,15,657,Unemployed,62471,670254,Refinance,1023.05,Pending,49697,Single-Family,93.93,06-01-2023,08-06-2023
2408,Jennifer Cox,454114,3.58,30,653,Employed,57119,694174,Refinance,1536.63,Rejected,26526,Condo,75.96,06-02-2022,29-06-2023
2409,Colton Haynes,366887,3.2,30,785,Self-Employed,64534,293437,Purchase,1910.26,Pending,11727,Condo,71.85,14-11-2022,19-01-2023
2410,James Pace,168389,4.39,20,689,Self-Employed,55730,591041,Home Improvement,2264.2,Approved,20822,Single-Family,82.03,18-10-2022,13-10-2023
2411,Toni Johnson,423908,4.46,15,727,Employed,115990,315834,Purchase,2875.69,Rejected,20636,Condo,81.61,09-06-2023,22-10-2023
2412,Jesse Lowe,285423,3.81,20,737,Self-Employed,112570,205208,Purchase,1042.73,Approved,47460,Condo,85.83,14-09-2022,25-09-2023
2413,Tyler Williams,331753,3.84,30,676,Employed,39734,794270,Purchase,1781.39,Pending,41275,Single-Family,81.44,07-10-2022,11-06-2023
2414,Yvonne Everett,309962,4.05,20,711,Employed,61440,487769,Home Improvement,2219.98,Pending,13248,Single-Family,81.95,31-10-2022,24-01-2023
2415,Ryan Hall,221268,3.04,20,791,Unemployed,84453,145286,Purchase,2774.15,Rejected,42733,Single-Family,92.7,19-06-2022,08-09-2023
2416,Patricia Dennis,198959,3.46,30,611,Unemployed,50856,407096,Refinance,1674.1,Approved,30451,Townhouse,77.67,12-08-2022,11-05-2023
2417,Laura Nelson,321536,3.71,15,605,Employed,88730,436296,Refinance,1411.65,Pending,30850,Townhouse,76.87,01-08-2023,15-02-2023
2418,Jennifer Carlson,185763,4.1,20,610,Unemployed,86879,261298,Purchase,1364.21,Rejected,46968,Condo,74.74,21-01-2022,07-04-2023
2419,Karen Mcintosh,196148,4.51,15,739,Self-Employed,106931,569620,Purchase,2389.63,Pending,11904,Single-Family,89.66,28-05-2023,01-12-2022
2420,James Richardson V,458379,3.72,15,788,Self-Employed,31295,138966,Home Improvement,1956.14,Rejected,45076,Condo,94.82,10-03-2022,11-10-2023
2421,Judy Brown,372105,3.05,15,681,Unemployed,78904,446698,Refinance,578.31,Approved,37973,Single-Family,77.05,27-10-2022,12-03-2023
2422,Chad Hull,391111,3.61,30,613,Self-Employed,115081,669406,Purchase,771.43,Approved,26762,Single-Family,80.15,25-11-2021,11-03-2023
2423,Richard Camacho,358003,3.57,30,665,Unemployed,51795,622018,Refinance,1050.33,Rejected,49431,Single-Family,70.46,25-09-2023,08-02-2023
2424,Benjamin Cline,421157,4.2,15,770,Self-Employed,80399,530599,Refinance,1910.69,Rejected,47625,Single-Family,83.43,16-03-2023,10-02-2023
2425,Maria Murillo,231670,4.03,20,611,Self-Employed,37914,571891,Purchase,2981.73,Rejected,36935,Townhouse,93.87,27-01-2022,25-04-2023
2426,Joshua Petersen,261974,4.64,15,644,Self-Employed,103306,455328,Home Improvement,1621.48,Pending,30834,Condo,86.23,08-05-2023,04-05-2023
2427,Lori Rosario,136155,3.92,20,637,Self-Employed,57289,597832,Purchase,2760.23,Rejected,13853,Condo,79.11,28-06-2022,09-02-2023
2428,Robert Nguyen,456500,3.19,20,620,Unemployed,90009,796691,Purchase,1417.81,Approved,47390,Single-Family,71.81,14-04-2023,21-12-2022
2429,Wesley Norman,177383,3.4,30,669,Unemployed,56645,303650,Refinance,961.58,Rejected,16248,Townhouse,83.7,15-04-2023,22-05-2023
2430,Jonathan Jones PhD,236129,3,20,723,Self-Employed,79636,236459,Purchase,600.12,Approved,47667,Condo,75.62,07-09-2022,20-03-2023
2431,Kathleen Anderson,113988,3.45,20,674,Unemployed,48807,172028,Home Improvement,2372.52,Rejected,14934,Townhouse,85.22,22-08-2022,23-05-2023
